#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2026-08-08-20-00-01
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents	ip_proto
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]	count
1786199396.364565	CyUEYd4AMYMGPOvw28	192.168.100.21	41135	192.168.100.100	1514	tcp	-	0.001235	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199396.367014	CNVmEu3qH2SOXaUu0k	192.168.100.21	57945	192.168.100.100	1515	tcp	-	0.000721	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199402.466997	C4dhGF3AVjbJ9Bfqd7	192.168.100.20	52193	192.168.100.100	1514	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199402.759895	CsB77eTbEOTlZwvF7	192.168.100.40	41575	192.168.100.100	1514	tcp	-	-	-	-	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199403.753145	CLFlQk2ITXOe2gGxeb	192.168.100.30	47899	192.168.100.100	1514	tcp	-	0.000312	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199404.908250	CsFg3LyvbY1jnH4p5	192.168.100.50	55485	192.168.100.100	1514	tcp	-	0.000332	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199404.910480	CrY28v1BdJJ8LuUOHg	192.168.100.50	54227	192.168.100.100	1515	tcp	-	0.000642	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199406.373402	CA4LOO2Brlfko5DWo1	192.168.100.21	60085	192.168.100.100	1514	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199412.480046	CMxwcI1dxBSSbCoIig	192.168.100.20	40527	192.168.100.100	1514	tcp	-	0.000649	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199412.767582	Cl5Zm8jrFqtStnB7a	192.168.100.40	50963	192.168.100.100	1514	tcp	-	0.000713	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199412.770456	CFjRTy108sNu4oxBd5	192.168.100.40	51757	192.168.100.100	1515	tcp	-	-	-	-	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199413.755764	CCxnwE1N71XhFxmvsl	192.168.100.30	40385	192.168.100.100	1514	tcp	-	0.000415	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199414.912602	CyRqO03vx6KmAgY954	192.168.100.50	57451	192.168.100.100	1514	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199416.378539	CblQB5xxQSyF4MNxa	192.168.100.21	54855	192.168.100.100	1514	tcp	-	0.000556	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199422.485704	CswRLt16KIHo5G7ZBg	192.168.100.20	53901	192.168.100.100	1514	tcp	-	0.001124	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199422.820047	C2C2O94ToMgjVTpcdj	192.168.100.40	44129	192.168.100.100	1514	tcp	-	0.000590	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199423.758802	CbON2H1CWojjBZKQce	192.168.100.30	36835	192.168.100.100	1514	tcp	-	0.000674	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199426.065174	C6RsCa1Az5GWmgXNV4	192.168.100.50	53745	192.168.100.100	1514	tcp	-	0.000723	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199426.388189	CPj8fq4hhtvXyfANR5	192.168.100.21	49711	192.168.100.100	1514	tcp	-	0.000766	0	0	REJ	T	T	0	Sr	1	60	1	40	-	6
1786199423.760792	Ce2h1K33kjHguhImGa	192.168.100.30	32985	192.168.100.100	1515	tcp	-	3.533392	1755	3086	SF	T	T	4031	ShACaGcgDdfF	10	715	8	1047	-	6
1786199490.134373	CagHbW1wRGz2OWSBDk	fe80::a00:27ff:fe99:277e	5353	ff02::fb	5353	udp	dns	-	-	-	S0	T	F	0	D	1	93	0	0	-	17
