ExpectedCorrelatedSequences,CorrectCorrelations,MissedCorrelations,UnexpectedCorrelatedRuns,CorrelationSuccessRate,AccidentalCorrelationRate,MedianMatchedTimeDifferenceMinutes,AcceptedRuns
5,5,0,0,1.0,0.0,0.102,15
