ExpectedCorrelatedSequences,CorrectCorrelations,MissedCorrelations,UnexpectedCorrelatedRuns,CorrelationSuccessRate,AccidentalCorrelationRate,MedianMatchedTimeDifferenceMinutes,AcceptedRuns
0,0,0,0,,0.0,,5
